date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:05:58	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:05:57%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200d41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:05:58	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:05:58%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:05:59	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:05:58%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:05:59	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:05:59%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:00	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:05:59%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:00	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:00%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200i.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200i.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:01	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:00%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200i.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200id41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:01	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:00%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200i.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200i.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:02	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:01%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200i.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200i.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:02	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:02%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200i.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200i.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:03	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:02%20GMT	https://onhugbahtochnow.sbs/assets/rawline-200i.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-200i.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:03	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:03%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:04	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:03%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300d41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:04	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:04%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:05	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:04%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:05	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:05%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:06	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:05%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:06	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:05%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300i.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300i.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:06	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:06%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300i.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300id41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:07	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:06%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300i.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300i.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:08	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:07%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300i.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300i.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:08	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:07%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300i.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300i.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:09	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:08%20GMT	https://onhugbahtochnow.sbs/assets/rawline-300i.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-300i.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:09	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:08%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:09	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:09%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400d41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:10	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:09%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:10	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:09%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:10	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:10%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:11	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:10%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:11	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:11%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400i.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400i.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:12	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:11%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400i.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400id41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:12	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:11%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400i.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400i.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:13	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:12%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400i.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400i.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:13	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:13%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400i.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400i.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:14	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:13%20GMT	https://onhugbahtochnow.sbs/assets/rawline-400i.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-400i.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:14	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:14%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:15	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:14%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500d41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:15	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:15%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:16	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:15%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:16	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:15%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:16	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:16%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:17	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:16%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500i.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500i.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:18	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:17%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500i.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500id41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:18	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:17%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500i.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500i.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:19	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:18%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500i.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500i.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:19	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:18%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500i.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500i.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:19	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:19%20GMT	https://onhugbahtochnow.sbs/assets/rawline-500i.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-500i.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:20	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:19%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:20	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:20%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600d41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:21	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:20%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:27	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:26%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:28	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:27%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:28	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:28%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600.svg	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600.svg	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:29	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:28%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600i.eot	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600i.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:29	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:28%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600i.eot?	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600id41d.eot	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:30	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:29%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600i.woff2	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600i.woff2	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:30	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:29%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600i.woff	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600i.woff	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
13:06:30	785/785	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2016:06:30%20GMT	https://onhugbahtochnow.sbs/assets/rawline-600i.ttf	C:/Meus%20Sites/clone%20cnh%20digital/onhugbahtochnow.sbs/assets/rawline-600i.ttf	(from https://onhugbahtochnow.sbs/assets/index-Nk5hQ9Fp.css)
